-20.00 -23.50 3.50 
-23.50 -23.50 7.00 
-23.50 -16.50 7.00 
-20.00 -16.50 3.50 

-20.00 -23.50 3.50 
-16.50 -23.50 7.00 
-16.50 -16.50 7.00 
-20.00 -16.50 3.50 

-20.00 -23.50 3.50 
-16.50 -23.50 3.50 
-16.50 -16.50 3.50 
-20.00 -16.50 3.50 

-20.00 -23.50 3.50 
-16.50 -23.50 0.00 
-16.50 -16.50 0.00 
-20.00 -16.50 3.50 

-20.00 -23.50 3.50 
-23.50 -23.50 0.00 
-23.50 -16.50 0.00 
-20.00 -16.50 3.50 

-20.00 -23.50 3.50 
-23.50 -23.50 7.00 
-23.50 -16.50 7.00 
-20.00 -16.50 3.50 

