30.00 -10.00 5.00 
20.00 -10.00 10.00 
20.00 10.00 10.00 
30.00 10.00 5.00 

30.00 -10.00 5.00 
40.00 -10.00 10.00 
40.00 10.00 10.00 
30.00 10.00 5.00 

30.00 -10.00 5.00 
40.00 -10.00 5.00 
40.00 10.00 5.00 
30.00 10.00 5.00 

30.00 -10.00 5.00 
40.00 -10.00 0.00 
40.00 10.00 0.00 
30.00 10.00 5.00 

30.00 -10.00 5.00 
20.00 -10.00 0.00 
20.00 10.00 0.00 
30.00 10.00 5.00 

30.00 -10.00 5.00 
20.00 -10.00 10.00 
20.00 10.00 10.00 
30.00 10.00 5.00 

